Grant ID & Element,Grant Name,Sponsor,County,State,Grant Amount,Year Approved,Year Completed,Type
257 - XXX,CONCORD GREENBELT I,CITY OF CONCORD,MERRIMACK,NH,29141.15,1976,1978,Acquisition
231 - XXX,BEAR BROOK STATE PARK III,DEPT. OF RESOURCES & ECONOMIC DEV.,MULTI-COUNTY,NH,65088.15,1976,1980,Acquisition
224 - XXX,PORTSMOUTH TWO MINI PARKS,CITY OF PORTSMOUTH,ROCKINGHAM,NH,8429.81,1976,1982,Development
243 - XXX,ODIORNE VISITOR/INTERPRETIVE CENTER,DEPT. OF RESOURCES & ECONOMIC DEV.,ROCKINGHAM,NH,19275.71,1976,1978,Development
251 - XXX,MCDONOUGH STREET NEIGHBORHOOD PARK,CITY OF PORTSMOUTH,ROCKINGHAM,NH,46444.73,1976,1981,Combination
261 - XXX,HAMPSTEAD TENNIS COURTS,TOWN OF HAMPSTEAD,ROCKINGHAM,NH,10332.90,1976,1978,Development
266 - XXX,NELSON ROAD RECREATION AREA I,TOWN OF LONDONDERRY,ROCKINGHAM,NH,10574.10,1976,1978,Development
228 - XXX,GUPPEY PARK ICE ARENA,CITY OF DOVER,STRAFFORD,NH,374116.71,1976,1980,Development
230 - XXX,D/DURHAM TENNIS COURTS,TOWN OF DURHAM,STRAFFORD,NH,47234.26,1976,1978,Combination
238 - XXX,RINDGE OUTDOOR RECREATION AREA,TOWN OF RINDGE,STRAFFORD,NH,48095.81,1976,1981,Combination
241 - XXX,PARK STREET MINI-PARK,CITY OF DOVER,STRAFFORD,NH,16843.05,1976,1978,Acquisition
247 - XXX,APPLEVALE NEIGHBORHOOD MINI-PARK,CITY OF DOVER,STRAFFORD,NH,12402.68,1976,1982,Combination
250 - XXX,GARRISON SCHOOL RECREATION AREA,CITY OF DOVER,STRAFFORD,NH,14455.89,1976,1978,Development
229 - XXX,COURT HOUSE PARK,TOWN OF NEWPORT,SULLIVAN,NH,112852.99,1976,1980,Combination
264 - XXX,LACONIA TRI-PARKS,CITY OF LACONIA,BELKNAP,NH,66225.88,1977,1982,Development
283 - XXX,D/SANDWICH NOTCH I,TOWN OF SANDWICH,CARROLL,NH,9425.65,1977,1980,Acquisition
268 - XXX,GOOSE POND NATURAL AREA,TOWN OF HANOVER,GRAFTON,NH,8726.30,1977,1978,Acquisition
270 - XXX,POST POND,TOWN OF LYME,GRAFTON,NH,8555.20,1977,1978,Acquisition
277 - XXX,LEBANON COMMUNITY GARDENS,CITY OF LEBANON,GRAFTON,NH,9232.42,1977,1980,Combination
279 - XXX,ATHROP COMMON,TOWN OF LITTLETON,GRAFTON,NH,31633.98,1977,1981,Development
269 - XXX,PISCATAQUOG RIVER,TOWN OF NEW BOSTON,HILLS,NH,19461.19,1977,1979,Acquisition
276 - XXX,CROWN HILL SWIMMING POOL,CITY OF NASHUA,HILLS,NH,165893.87,1977,1980,Development
278 - XXX,MELENDY POND,TOWN OF BROOKLINE,HILLS,NH,22178.00,1977,1980,Acquisition
281 - XXX,AMHERST TENNIS COURTS,TOWN OF AMHERST,HILLS,NH,14101.53,1977,1979,Development
267 - XXX,MERRILL PARK EXPANSION,CITY OF CONCORD,MERRIMACK,NH,62865.00,1977,1979,Development
273 - XXX,BI-CENTEUNIAL SQUARE,CITY OF CONCORD,MERRIMACK,NH,147670.82,1977,1980,Development
274 - XXX,FRANKLIN PARKS SYSTEM II,CITY OF FRANKLIN,MERRIMACK,NH,25809.50,1977,1982,Development
271 - XXX,SOUTH PLAYGROUND,CITY OF PORTSMOUTH,ROCKINGHAM,NH,56867.00,1977,1979,Development
272 - XXX,CLOUGH MULTIPURPOSE FIELD,CITY OF PORTSMOUTH,ROCKINGHAM,NH,23731.10,1977,1981,Redevelopment
275 - XXX,DEERFIELD RECREATION AREA,TOWN OF DEERFIELD,ROCKINGHAM,NH,9752.39,1977,1980,Development
286 - XXX,HAMPSTEAD SUNSET LAKE,TOWN OF HAMPSTEAD,ROCKINGHAM,NH,23176.01,1977,1980,Acquisition
287 - XXX,NELSON RD. REC. AREA II,TOWN OF LONDONDERRY,ROCKINGHAM,NH,35745.42,1977,1982,Development
288 - XXX,WENTWORTH GROVE OPEN SPACE,CITY OF PORTSMOUTH,ROCKINGHAM,NH,21623.55,1977,1980,Acquisition
289 - XXX,HAMPSTEAD TOWN FOREST,TOWN OF HAMPSTEAD,ROCKINGHAM,NH,5726.06,1977,1981,Combination
282 - XXX,COCHECO REC. AREA,CITY OF DOVER,STRAFFORD,NH,46286.45,1977,1980,Development
284 - XXX,PARK STREET MINI PARK II,CITY OF DOVER,STRAFFORD,NH,30346.39,1977,1980,Development
285 - XXX,MARCOTTE II,CITY OF DOVER,STRAFFORD,NH,28876.70,1977,1980,Development
305 - XXX,MEREDITH TOWN DOCKS,TOWN OF MEREDITH,BELKNAP,NH,10660.10,1978,1983,Development
306 - XXX,D/NEW HAMPTON CONSERVATION PARK,TOWN OF NEW HAMPTON,BELKNAP,NH,128632.40,1978,1980,Acquisition
290 - XXX,PINE RIVER STATE FOREST,DEPT. OF RESOURCES & ECONOMIC DEV.,CARROLL,NH,427480.95,1978,1980,Acquisition
310 - XXX,BACK BAY DOCKSIDE (WOLFEBORO),TOWN OF WOLFEBORO,CARROLL,NH,22566.91,1978,1983,Development
321 - XXX,CONWAY WHITAKER WOODS I,TOWN OF CONWAY,CARROLL,NH,15191.93,1978,1983,Acquisition
292 - XXX,BROWN MEMORIAL FIELD II,TOWN OF SWANZEY,CHESHIRE,NH,5427.51,1978,1979,Development
301 - XXX,GOOSE POND III,CITY OF KEENE,CHESHIRE,NH,18318.00,1978,1980,Acquisition
311 - XXX,ALUMNI FIELD,CITY OF KEENE,CHESHIRE,NH,33431.30,1978,1980,Development
291 - XXX,ANDROSCOGGIN RIVER ACCESS,DEPT. OF RESOURCES & ECONOMIC DEV.,COOS,NH,2772.25,1978,1980,Acquisition
307 - XXX,MT. EISENHOWER WAYSIDE AREA,DEPT. OF RESOURCES & ECONOMIC DEV.,COOS,NH,3770.26,1978,1983,Acquisition
309 - XXX,PITTSBURG TENNIS COURTS,TOWN OF PITTSBURG,COOS,NH,8333.95,1978,1983,Development
297 - XXX,BEDELL BRIDGE II,DEPT. OF RESOURCES & ECONOMIC DEV.,GRAFTON,NH,18074.92,1978,1980,Development
303 - XXX,CARNIVAL HILL,TOWN OF WILTON,HILLS,NH,41583.75,1978,1980,Combination
312 - XXX,HOLLIS GREENBELT IV,TOWN OF HOLLIS,HILLS,NH,8871.20,1978,1980,Acquisition
294 - XXX,PARKER NATURAL AREA,TOWN OF HUDSON,HILLSBOROUGH,NH,7346.46,1978,1980,Acquisition
317 - XXX,YOUNGSVILLE PARK (MANCHESTER),CITY OF MANCHESTER,HILLSBOROUGH,NH,14837.47,1978,1983,Development
298 - XXX,MOUNT SUNAPEE STATE PARK III,DEPT. OF RESOURCES & ECONOMIC DEV.,MERRIMACK,NH,150539.50,1978,1981,Development
323 - XXX,CONCORD GREENBELT II,CITY OF CONCORD,MERRIMACK,NH,63458.00,1978,1983,Acquisition
295 - XXX,D/ATKINSON GREENBELT,TOWN OF ATKINSON,ROCKINGHAM,NH,131626.43,1978,1980,Acquisition
299 - XXX,PAWTUCKAWAY GROUP CAMPGROUND,DEPT. OF RESOURCES & ECONOMIC DEV.,ROCKINGHAM,NH,27908.42,1978,1982,Development
304 - XXX,D/JANVRIN NATURAL AREA,TOWN OF HAMPTON FALLS,ROCKINGHAM,NH,12197.90,1978,1983,Acquisition
308 - XXX,ATLANTIC HEIGHTS PARK,CITY OF PORTSMOUTH,ROCKINGHAM,NH,31787.65,1978,1983,Development
313 - XXX,MUSQUASH SWAMP,TOWN OF LONDONDERRY,ROCKINGHAM,NH,443560.00,1978,1983,Acquisition
314 - XXX,LANCASTER SCHOOL FIELD,SALEM SCHOOL DIST.,ROCKINGHAM,NH,21901.36,1978,1983,Development
315 - XXX,LEARY FIELD,CITY OF PORTSMOUTH,ROCKINGHAM,NH,75630.64,1978,1983,Development
293 - XXX,LANGMAID FARM,TOWN OF DURHAM,STRAFFORD,NH,8871.20,1978,1980,Acquisition
300 - XXX,CLAREMONT OUTDOOR POOL,CITY OF CLAREMONT,SULLIVAN,NH,190593.46,1978,1981,Development
320 - XXX,GILFORD TENNIS COURTS/WELL,TOWN OF GILFORD,BELKNAP,NH,24276.59,1979,1983,Development
328 - XXX,WINNISQUAM SPORT FIELDS,WINNISQUAM SCHOOL DIST.,BELKNAP,NH,101062.74,1979,1983,Development
337 - XXX,GUNSTOCK AREA,BELKNAP COUNTY,BELKNAP,NH,67642.90,1979,1983,Acquisition
348 - XXX,NORTH END PARK (NORMANDIN PROPERTY),CITY OF LACONIA,BELKNAP,NH,8205.86,1979,1984,Acquisition
357 - XXX,NEW WEIRS PARK,CITY OF LACONIA,BELKNAP,NH,36870.92,1979,1984,Acquisition
364 - XXX,BELKNAP MOUNTAIN REC. PROJECT,TOWN OF GILFORD,BELKNAP,NH,75918.05,1979,1984,Acquisition
372 - XXX,MEREDITH CONSERVATION & RECREATION P,TOWN OF MEREDITH,BELKNAP,NH,139371.60,1979,1984,Acquisition
330 - XXX,ECHO LAKE STATE PARK,DEPT. OF RESOURCES & ECONOMIC DEV.,CARROLL,NH,11197.29,1979,1984,Redevelopment
334 - XXX,MILL BROOK NATURAL AREA,TOWN OF TAMWORTH,CARROLL,NH,4712.82,1979,1983,Acquisition
338 - XXX,OSSIPEE LAKE (WHITE/SAWYER LAND),TOWN OF OSSIPEE,CARROLL,NH,180196.25,1979,1984,Acquisition
322 - XXX,MONADNOCK STATE PARK,DEPT. OF RESOURCES & ECONOMIC DEV.,CHESHIRE,NH,212393.90,1979,1983,Acquisition
326 - XXX,TROY RECREATION AREA,TOWN OF TROY,CHESHIRE,NH,5182.34,1979,1983,Development
349 - XXX,WHEELOCK SCHOOL PLAYGROUND,KEENE SCHOOL DIST.,CHESHIRE,NH,54243.26,1979,1984,Development
369 - XXX,SYMONDS SCHOOL PLAYGROUND,CITY OF KEENE,CHESHIRE,NH,14175.71,1979,1984,Development
359 - XXX,WHITEFIELD ATHLETIC FIELD,TOWN OF WHITEFIELD,COOS,NH,7052.94,1979,1984,Development
329 - XXX,FRANCONIA NOTCH WATER SYSTEMS,DEPT. OF RESOURCES & ECONOMIC DEV.,GRAFTON,NH,107577.06,1979,1984,Combination
332 - XXX,MT. CARDIGAN ST FOREST (DORLAND LOT),DEPT. OF RESOURCES & ECONOMIC DEV.,GRAFTON,NH,16633.50,1979,1984,Acquisition
355 - XXX,HAVERHILL SCHOOL DISTRICT,HAVERHILL SCHOOL DIST.,GRAFTON,NH,13131.78,1979,1984,Development
368 - XXX,BALCH HILL NORTH SUMMIT,TOWN OF HANOVER,GRAFTON,NH,67080.00,1979,1984,Acquisition
325 - XXX,CENTRAL NASHUA PLAYLOTS,CITY OF NASHUA,HILLS,NH,202104.32,1979,1984,Combination
331 - XXX,UPPER WILKINS RECREATION FIELD,TOWN OF AMHERST,HILLS,NH,12600.00,1979,1984,Redevelopment
343 - XXX,ANTRIM NATURAL AREA (HURLIN LOT),TOWN OF ANTRIM,HILLS,NH,7485.07,1979,1983,Acquisition
356 - XXX,ADAMS PLAYGROUND IV,TOWN OF PETERBOROUGH,HILLS,NH,19067.39,1979,1984,Development
358 - XXX,HOLLIS GREENBELT V,TOWN OF HOLLIS,HILLS,NH,20020.80,1979,1984,Acquisition
360 - XXX,LOW PROPERTY,DEPT. OF RESOURCES & ECONOMIC DEV.,HILLS,NH,163572.00,1979,1984,Acquisition
367 - XXX,WEST HIGH MEMORIAL FIELD,CITY OF MANCHESTER,HILLS,NH,9864.35,1979,1984,Development
344 - XXX,"ROY PARK, GOFFSTOWN",TOWN OF GOFFSTOWN,HILLSBOROUGH,NH,112643.55,1979,1985,Redevelopment
350 - XXX,DERRYFIELD PARK,CITY OF MANCHESTER,HILLSBOROUGH,NH,79918.74,1979,1984,Redevelopment
362 - XXX,PRECOURT PARK (MANCHESTER),CITY OF MANCHESTER,HILLSBOROUGH,NH,9917.34,1979,1984,Development
333 - XXX,BEAR BROOK STATE PARK V (ASTLES),DEPT. OF RESOURCES & ECONOMIC DEV.,MERRIMACK,NH,3049.47,1979,1984,Acquisition
340 - XXX,MAST YARD STATE FOREST (SEARS LOT),DEPT. OF RESOURCES & ECONOMIC DEV.,MERRIMACK,NH,11352.00,1979,1984,Acquisition
342 - XXX,KIMBALL PARK EXPANSION,CITY OF CONCORD,MERRIMACK,NH,33183.75,1979,1984,Acquisition
346 - XXX,ALLENSTOWN PARK,TOWN OF ALLENSTOWN,MERRIMACK,NH,15756.82,1979,1984,Development
361 - XXX,WEST CONCORD PARKS,CITY OF CONCORD,MERRIMACK,NH,51543.14,1979,1984,Development
319 - XXX,STATE PLAN MAINTENANCE V,DEPT. OF RESOURCES & ECONOMIC DEV.,PLANNING,NH,259056.17,1979,1983,Planning
335 - XXX,RAYMOND RECREATION AREAS,RAYMOND SCHOOL DIST.,ROCKINGHAM,NH,94248.92,1979,1984,Combination
345 - XXX,EXETER CONSERVATION AREA,TOWN OF EXETER,ROCKINGHAM,NH,27112.60,1979,1984,Acquisition
351 - XXX,ALEXANDER-CARR PLAYGROUND,TOWN OF DERRY,ROCKINGHAM,NH,21091.67,1979,1984,Development
354 - XXX,HITY TITY BROOK OPEN SPACE AREA,TOWN OF SALEM,ROCKINGHAM,NH,85532.16,1979,1984,Acquisition
363 - XXX,ATKINSON GREENBELT II,TOWN OF ATKINSON,ROCKINGHAM,NH,147576.00,1979,1984,Acquisition
365 - XXX,PORTSMOUTH SHELTERED POOL,CITY OF PORTSMOUTH,ROCKINGHAM,NH,695969.11,1979,1984,Development
366 - XXX,HEDGEHOG PARK,TOWN OF SALEM,ROCKINGHAM,NH,24169.99,1979,1984,Development
373 - XXX,HAMPSTEAD GREENBELT (MARSHALL LAND),TOWN OF HAMPSTEAD,ROCKINGHAM,NH,28122.00,1979,1980,Acquisition
324 - XXX,WOODRIDGE RECREATION AREA,TOWN OF DURHAM,STRAFFORD,NH,35904.35,1979,1983,Development
327 - XXX,"TREMONT SQUARE, CLAREMONT",CITY OF CLAREMONT,SULLIVAN,NH,19363.02,1979,1984,Development
336 - XXX,HUBBARD HILL ST FOREST (DINSMORE LOT,DEPT. OF RESOURCES & ECONOMIC DEV.,SULLIVAN,NH,499.00,1979,1984,Acquisition
347 - XXX,GARDNER MEMORIAL PARK,DEPT. OF RESOURCES & ECONOMIC DEV.,SULLIVAN,NH,3737.40,1979,1984,Development
352 - XXX,FALL MT. TENNIS COURTS,FALL MT. REGIONAL SCHOOL DIST.,SULLIVAN,NH,6708.00,1979,1984,Development
377 - G,N.H. CONSOLIDATED PROJECT FY 1980,CITY OF LACONIA,BELKNAP,NH,50568.00,1980,1985,Development
382 - XXX,LACONIA SANBORN PARK EXPANSION,CITY OF LACONIA,BELKNAP,NH,114810.00,1980,1984,Combination
386 - XXX,ELLACOYA STATE PARK,DEPT. OF RESOURCES & ECONOMIC DEV.,BELKNAP,NH,81282.49,1980,1984,Development
387 - XXX,LACONIA NEIGHBORHOOD PARKS,CITY OF LACONIA,BELKNAP,NH,54037.31,1980,1984,Combination
379 - XXX,CRAWFORD NOTCH DAM,DEPT. OF RESOURCES & ECONOMIC DEV.,CARROLL,NH,51449.29,1980,1984,Redevelopment
396 - XXX,WAKEFIELD BALLFIELD PARK,TOWN OF WAKEFIELD,CARROLL,NH,1805.40,1980,1985,Development
377 - C,N.H. CONSOLIDATED PROJECT FY 1980,TOWN OF JAFFREY,CHESHIRE,NH,26555.94,1980,1984,Development
377 - D,N.H. CONSOLIDATED PROJECT FY 1980,CITY OF KEENE,CHESHIRE,NH,39346.90,1980,1984,Development
377 - E,N.H. CONSOLIDATED PROJECT FY 1980,CITY OF KEENE,CHESHIRE,NH,35574.71,1980,1984,Development
377 - F,N.H. CONSOLIDATED PROJECT FY 1980,CITY OF KEENE,CHESHIRE,NH,2777.50,1980,1984,Redevelopment
377 - I,N.H. CONSOLIDATED PROJECT FY 1980,DEPT. OF RESOURCES & ECONOMIC DEV.,CHESHIRE,NH,6025.17,1980,1985,Development
377 - M,N.H. CONSOLIDATED PROJECT FY 1980,DEPT. OF RESOURCES & ECONOMIC DEV.,CHESHIRE,NH,46063.01,1980,1985,Redevelopment
384 - XXX,COMMUNITY FIELD/CENTRAL PARK,CITY OF BERLIN,COOS,NH,34945.42,1980,1984,Development
397 - XXX,BACK STREET RIVER PARK,TOWN OF STRATFORD,COOS,NH,427001.79,1980,1987,Combination
394 - XXX,GEORGE POND TRACT ADDITION (PATTEN),DEPT. OF RESOURCES & ECONOMIC DEV.,GRAFTON,NH,1290.00,1980,1985,Acquisition
375 - XXX,MILFORD GREENBELT,TOWN OF MILFORD,HILLS,NH,24819.60,1980,1985,Acquisition
377 - N,N.H. CONSOLIDATED PROJECT FY 1980,CITY OF MANCHESTER,HILLS,NH,56634.41,1980,1984,Development
398 - XXX,HOLLIS GREENBELT VI,TOWN OF HOLLIS,HILLS,NH,25645.20,1980,1985,Acquisition
377 - H,N.H. CONSOLIDATED PROJECT FY 1980,CITY OF NASHUA,HILLSBOROUGH,NH,124233.12,1980,1984,Development
388 - XXX,PISCATAQUOG RIVER PARK,CITY OF MANCHESTER,HILLSBOROUGH,NH,28122.00,1980,1985,Development
370 - XXX,EAGLE SQUARE,CITY OF CONCORD,MERRIMACK,NH,470534.30,1980,1985,Combination
376 - XXX,CONCORD EVERETT ARENA,CITY OF CONCORD,MERRIMACK,NH,181632.00,1980,1984,Acquisition
377 - B,N.H. CONSOLIDATED PROJECT FY 1980,TOWN OF BOSCAWEN,MERRIMACK,NH,13438.93,1980,1984,Development
377 - J,N.H. CONSOLIDATED PROJECT FY 1980,DEPT. OF RESOURCES & ECONOMIC DEV.,MERRIMACK,NH,14726.78,1980,1985,Redevelopment
383 - XXX,CONCORD PARKS IMPROVEMENTS,CITY OF CONCORD,MERRIMACK,NH,71316.22,1980,1984,Development
389 - XXX,CONCORD TERRILL PARK EXPANSION,CITY OF CONCORD,MERRIMACK,NH,67080.00,1980,1985,Acquisition
377 - L,N.H. CONSOLIDATED PROJECT FY 1980,DEPT. OF RESOURCES & ECONOMIC DEV.,MULTI-COUNTY,NH,62778.49,1980,1984,Redevelopment
377 - A,N.H. CONSOLIDATED PROJECT FY 1980,TOWN OF ATKINSON,ROCKINGHAM,NH,63468.00,1980,1985,Development
377 - K,N.H. CONSOLIDATED PROJECT FY 1980,DEPT. OF RESOURCES & ECONOMIC DEV.,ROCKINGHAM,NH,5548.88,1980,1984,Development
377 - P,N.H. CONSOLIDATED PROJECT FY 1980,CITY OF PORTSMOUTH,ROCKINGHAM,NH,20586.00,1980,1984,Development
377 - Q,N.H. CONSOLIDATED PROJECT FY 1980,CITY OF PORTSMOUTH,ROCKINGHAM,NH,9288.00,1980,1985,Acquisition
377 - R,N.H. CONSOLIDATED PROJECT FY 1980,TOWN OF SALEM,ROCKINGHAM,NH,56760.00,1980,1984,Acquisition
378 - XXX,PAWTUCKAWAY BOAT LAUNCH,DEPT. OF RESOURCES & ECONOMIC DEV.,ROCKINGHAM,NH,9367.85,1980,1984,Development
380 - XXX,DERRY CONSERVATION AREAS,TOWN OF DERRY,ROCKINGHAM,NH,121776.00,1980,1984,Acquisition
385 - XXX,HAMPSTEAD ROCKINGHAM TRAIL (LEWIS),TOWN OF HAMPSTEAD,ROCKINGHAM,NH,15996.00,1980,1984,Acquisition
391 - XXX,STONE FARM ADDITION (ALENSKIS PROP),DEPT. OF RESOURCES & ECONOMIC DEV.,ROCKINGHAM,NH,8256.00,1980,1985,Acquisition
393 - XXX,NORTH HAMPTON BEACH EXTENSION,DEPT. OF RESOURCES & ECONOMIC DEV.,ROCKINGHAM,NH,16512.00,1980,1985,Acquisition
374 - XXX,CONCORD AND CLAREMONT R/R R.O.W.,STATE TRANSPORTATION AUTHORITY,SULLIVAN,NH,14086.80,1980,1984,Acquisition
409 - XXX,NEW HAMPTON CONS. PARK II,TOWN OF NEWHAMPTON,BELKNAP,NH,21156.00,1981,1986,Acquisition
419 - XXX,GUNSTOCK AREA II,GUNSTOCK AREA COMM.,BELKNAP,NH,30072.19,1981,1984,Combination
407 - XXX,HUMISTON FIELD - JAFFREY,TOWN OF JAFFREY,CHESHIRE,NH,11536.03,1981,1986,Development
422 - XXX,HUTCHINS ST. PLAYGROUND & ANNEX,CITY OF BERLIN,COOS,NH,19899.73,1981,1986,Combination
401 - XXX,WATERVILLE VALLEY TRAIL BRIDGES,TOWN OF WATERVILLE VALLEY,GRAFTON,NH,28811.29,1981,1985,Development
403 - XXX,ASHLAND PLAYGROUND,TOWN OF ASHLAND,GRAFTON,NH,12280.86,1981,1985,Development
392 - XXX,MERRIMACK SQUARE/COMMON,CITY OF MANCHESTER,HILLS,NH,1024000.50,1981,1986,Combination
400 - XXX,MILFORD GREENBELT II,TOWN OF MILFORD,HILLS,NH,7430.40,1981,1985,Acquisition
405 - XXX,WEARE BALLFIELD,TOWN OF WEARE,HILLS,NH,8545.97,1981,1986,Development
415 - XXX,MILFORD GREENBELT III (MAYFLOWER HIL,TOWN OF MILFORD,HILLS,NH,10836.00,1981,1986,Acquisition
420 - XXX,PULPIT ROCKI,TOWN OF BEDFORD,HILLS,NH,48163.44,1981,1986,Acquisition
425 - XXX,HUDSON BIRCHCROFT/MERRILL,TOWN OF HUDSON,HILLS,NH,18003.81,1981,1987,Combination
399 - XXX,HUDSON MERRILL PARK (NUTTING LAND),TOWN OF HUDSON,HILLSBOROUGH,NH,29412.00,1981,1985,Acquisition
413 - XXX,NEW IPSWICH PARKS,TOWN OF NEW IPSWICH,HILLSBOROUGH,NH,63203.36,1981,1986,Combination
402 - XXX,BEAR BROOK CONSOLIDATION,DEPT. OF RESOURCES & ECONOMIC DEV.,MERRIMACK,NH,142270.41,1981,1986,Acquisition
404 - XXX,FRANKLIN COMMUNITY SCHOOLS,FRANKLIN SCHOOL DIST.,MERRIMACK,NH,68047.43,1981,1986,Redevelopment
411 - XXX,N.H.T.I. RECREATION FACILITIES,DEPT. OF EDUCATION,MERRIMACK,NH,17874.74,1981,1986,Development
417 - XXX,CANTERBURY CONSERVATION AREA,TOWN OF CANTERBURY,MERRIMACK,NH,7740.00,1981,1986,Acquisition
418 - XXX,STATE PARK ACQUISITIONS,DEPT. OF RESOURCES & ECONOMIC DEV.,MULTI-COUNTY,NH,19392.00,1981,1986,Acquisition
406 - XXX,ODIORNE PT. STATE PARK EXP (HOTIN),DEPT. OF RESOURCES & ECONOMIC DEV.,ROCKINGHAM,NH,44118.00,1981,1986,Acquisition
408 - XXX,HAMPSTEAD GREENBELT II,TOWN OF HAMPSTEAD,ROCKINGHAM,NH,133798.80,1981,1986,Acquisition
410 - XXX,LITTLE HARBOR TRUST,CITY OF PORTSMOUTH,ROCKINGHAM,NH,61992.00,1981,1986,Acquisition
412 - XXX,PINE STREET PARK - PORTSMOUTH,CITY OF PORTSMOUTH,ROCKINGHAM,NH,10529.29,1981,1986,Development
416 - XXX,OAK RIDGE CONSERVATION AREA,TOWN OF FREMONT,ROCKINGHAM,NH,22704.00,1981,1986,Acquisition
423 - XXX,LONDONDERRY CONSERVATION PARK,TOWN OF LONDONDERRY,ROCKINGHAM,NH,82560.00,1981,1986,Acquisition
424 - XXX,NEWMARKET WATERFRONT PARK,TOWN OF NEWMARKET,ROCKINGHAM,NH,30916.06,1981,1986,Combination
426 - XXX,"HESKY PARK, MEREDITH",TOWN OF MEREDITH,BELKNAP,NH,45393.38,1982,1986,Redevelopment
432 - XXX,GUNSTOCK AREA III,GUNSTOCK AREA COMM.,BELKNAP,NH,124897.46,1982,1987,Development
437 - XXX,SOUTH END RECREATION IMPROVEMENTS,CITY OF LACONIA,BELKNAP,NH,98593.99,1982,1987,Development
442 - XXX,GILFORD ICE RINK,TOWN OF GILFORD,BELKNAP,NH,95777.46,1982,1987,Development
441 - XXX,WALPOLE RECREATION PARK,TOWN OF WALPOLE,CHESHIRE,NH,97662.84,1982,1987,Combination
433 - XXX,GORHAM SCHOOL COURT,GORHAM SCHOOL DIST.,COOS,NH,2571.55,1982,1987,Development
428 - XXX,"LEBANON, FARNUM HILL RESERVE",CITY OF LEBANON,GRAFTON,NH,232200.00,1982,1986,Acquisition
438 - XXX,FOX POND PARK,TOWN OF PLYMOUTH,GRAFTON,NH,24494.40,1982,1987,Combination
427 - XXX,FLINTS BROOK - HOLLIS,TOWN OF HOLLIS,HILLS,NH,41280.00,1982,1986,Acquisition
435 - XXX,GREENVILLE MULTI-PLAY AREA,TOWN OF GREENVILLE,HILLS,NH,15480.00,1982,1987,Development
439 - XXX,ROBY PARK,CITY OF NASHUA,HILLSBOROUGH,NH,206783.58,1982,1988,Combination
429 - XXX,"KIMBALL PARK II, CONCORD",CITY OF CONCORD,MERRIMACK,NH,87720.00,1982,1990,Combination
434 - XXX,DUSTIN PARK (PITTSFIELD),CITY OF PITTSFIELD,MERRIMACK,NH,15120.00,1982,1987,Development
431 - XXX,NEW HAMPSHIRE DRED SNOWMAKING,DEPT. OF RESOURCES & ECONOMIC DEV.,MULTI-COUNTY,NH,302840.00,1982,1987,Development
443 - XXX,STATE PARK ACCESS IMPROVEMENTS II,D.P.W.H.&D.R.E.D.,MULTI-COUNTY,NH,25800.00,1982,1987,Redevelopment
430 - XXX,DERRY CONSERVATION AREA II (GEORGE),TOWN OF DERRY,ROCKINGHAM,NH,6708.00,1982,1986,Acquisition
436 - XXX,ATKINSON GREENBELT III,TOWN OF ATKINSON,ROCKINGHAM,NH,27606.00,1982,1987,Acquisition
455 - XXX,WEIRS BEACH IMPROVEMENTS II,CITY OF LACONIA,BELKNAP,NH,60480.00,1983,1984,Redevelopment
465 - XXX,TROY RECREATION AREAS II,TOWN OF TROY,CHESHIRE,NH,7560.00,1983,1984,Development
474 - XXX,MARLBOROUGH SCHOOL PLAYGROUND,MARLBOROUGH SCHOOL DIST.,CHESHIRE,NH,8192.00,1983,1988,Development
482 - XXX,WINCHESTER CONSERVATION LAND,TOWN OF WINCHESTER,CHESHIRE,NH,30744.00,1983,1988,Acquisition
460 - XXX,LANCASTER LIFE-BE-IN-IT,TOWN OF LANCASTER,COOS,NH,26006.40,1983,1988,Development
464 - XXX,JERICHO LAKE PARK,CITY OF BERLIN,COOS,NH,14112.00,1983,1984,Development
449 - XXX,KELLEY PARK,TOWN OF BRISTOL,GRAFTON,NH,4989.60,1983,1988,Redevelopment
453 - XXX,PLYMOUTH SCHOOL ICE RINK,PLYMOUTH SCHOOL DIST.,GRAFTON,NH,8266.00,1983,1988,Development
440 - XXX,MANCHESTER RIVER FRONT,CITY OF MANCHESTER,HILLS,NH,107856.00,1983,1984,Development
450 - XXX,PELHAM LAND ACQUISITION,TOWN OF PELHAM,HILLS,NH,27720.00,1983,1988,Acquisition
451 - XXX,FLINTS BROOK II-HOLLIS,TOWN OF HOLLIS,HILLS,NH,35280.00,1983,1988,Acquisition
458 - XXX,HILLSBOROUGH PARK,TOWN OF HILLSBOROUGH,HILLSBOROUGH,NH,3528.00,1983,1988,Acquisition
473 - XXX,MINE FALLS PARK IV,CITY OF NASHUA,HILLSBOROUGH,NH,50400.00,1983,1988,Development
462 - XXX,PENACOOK RIVER FRONT PARK,CITY OF CONCORD,MERRIMACK,NH,23873.44,1983,1985,Development
463 - XXX,KEARSARGE TRACK FACILITY,KEARSARGE REGIONAL SCHOOL DIST.,MERRIMACK,NH,18584.14,1983,1985,Development
459 - XXX,N.H. DRED 1983 JOBS BILL,DEPT. OF RESOURCES & ECONOMIC DEV.,MULTI-COUNTY,NH,271656.00,1983,1984,Development
